# =============================================================================
# surname_act_freq.csv - Frequency table for surnames in the ACT
#
# Source: Australian Whitepages (http://www.whitepages.com.au)
#         (May 2001)
#
# Last update: 11/04/2002, Peter Christen
#
# =============================================================================
# Freely extensible biomedical record linkage (Febrl) Version 0.2.2
# See http://datamining.anu.edu.au/projects/linkage.html
#
# AUSTRALIAN NATIONAL UNIVERSITY OPEN SOURCE LICENSE (ANUOS LICENSE)
# VERSION 1.1
#
# The contents of this file are subject to the ANUOS License Version 1.1 (the
# "License"); you may not use this file except in compliance with the License.
# Software distributed under the License is distributed on an "AS IS" basis,
# WITHOUT WARRANTY OF ANY KIND, either express or implied. See the License for
# the specific language governing rights and limitations under the License.
# The Original Software is "surname_act_freq.csv".
# The Initial Developers of the Original Software are Dr Peter Christen
# (Department of Computer Science, Australian National University) and Dr Tim
# Churches (Centre for Epidemiology and Research, New South Wales Department
# of Health). Copyright (C) 2002, 2003 the Australian National University and
# others. All Rights Reserved.
# Contributors:
#
# =============================================================================

# =============================================================================
#
# This table is in a two-column comma separated format, with the first column
# being the names and the second a corresponding frequency count. 
#
# =============================================================================

beeston,3
beeten,1
beetham,2
beeton,3
beever,2
beevers,1
beezley,3
begbie,5
begent,2
begg,5
beggs,7
begic,1
begley,4
beglinger,2
begonja,1
begum,3
behan,4
behla,1
behm,4
behnia,2
behnke,3
behr,1
behrendorff,1
behrens,3
beier,1
beilby,3
bein,1
beinke,1
beissner,3
beitl,1
beitsch,1
beitz,1
bek,2
bekema,1
bekessy,1
bekkers,1
bektas,4
belaci,1
belacic,1
belancic,1
belanger,2
belavic,1
belcher,9
belchior,2
belden,1
belford,1
belgrove,4
belibassakis,1
belin,2
beljanske,1
beljanski,3
bell,178
bellairs,1
bellak,1
bellamy,4
bellas,1
bellato,3
bellchambers,9
bellenger,1
bellett,1
bellette,1
belleville,1
bellew,2
belley,1
bellgard,2
bellhouse,2
bellincanta,1
bellinger,1
bellingham,3
bellis,2
bellman,1
bellnagel,1
bellofatto,2
belltop,1
bellwood,2
belmonte,5
belohradsky,1
belovic,1
belsa,1
belt,1
belton,1
beltrame,3
beltrami,2
beltran,4
beltz,2
belzowski,2
ben,1
benac,5
benasic,1
benassi,6
bencich,1
bencke,2
bencze,1
benda,2
bendall,4
bendeich,1
bendeli,1
bender,10
bendesy,1
bendner,1
bendun,1
benedetti,1
benedictos,11
benet,1
benett,1
benetti,1
benge,1
benger,4
bengsch,1
bengtson,1
bengtsson,1
benham,2
benharte,1
beniamin,2
beniamini,7
